Week,Name,Details Link,Address,Date,Type
4,Pacers vs. Philadelphia 76ers,https://www.downtownindy.org/events/11156/pacers-vs-philadelphia-76ers/,Gainbridge Fieldhouse,"Saturday, November 13, 2021",Sports
4,Indianapolis Colts vs. Jacksonville Jaguars,https://www.downtownindy.org/events/10676/indianapolis-colts-vs-jacksonville-jaguars/,Lucas Oil Stadium,"Sunday, November 14, 2021",Sports
4,"Community Change: Arts Engagement as Wellbeing, a part of Spirit & Place",https://www.eventbrite.com/e/community-change-arts-engagement-as-wellbeing-a-part-of-spirit-place-tickets-170151743445?aff=ebdssbdestsearch,"Witherspoon Presbyterian Church • Indianapolis, IN","Sat, Nov 13, 4:00 PM",Arts
4,Perfume Making Workshop,https://www.eventbrite.com/e/perfume-making-workshop-tickets-165961785167?aff=ebdssbdestsearch,"Studio Alchemy Gallery • Indianapolis, IN","Sun, Nov 14, 2:00 PM",Arts
4,"Eternity 123, part of the Spirit & Place Festival",https://www.eventbrite.com/e/eternity-123-part-of-the-spirit-place-festival-tickets-170019393583?aff=ebdssbdestsearch,"Big Car Tube Factory Artspace • Indianapolis, IN","Sat, Nov 13, 7:00 PM",Arts
4,Shifting Boundaries Exhibition Public Tour and Q&A,https://www.eventbrite.com/e/shifting-boundaries-exhibition-public-tour-and-qa-tickets-169860572545?aff=ebdssbdestsearch,"Eiteljorg Museum • Indianapolis, IN","Sat, Nov 13, 10:00 AM",Arts
4,It's All In Your Head,https://www.eventbrite.com/e/its-all-in-your-head-tickets-178931578167?aff=ebdssbdestsearch,"Public Artspace • Indianapolis, IN","Sat, Nov 13, 6:30 PM",Arts
4,Pints and Painting @ Bier Brewery,https://www.eventbrite.com/e/pints-and-painting-bier-brewery-tickets-185843150867?aff=ebdssbdestsearch,"Bier Brewery & Tap Room • Indianapolis, IN","Sat, Nov 13, 1:00 PM",Arts
4,"James Whitcomb Riley Museum Home Tours, Oct. 8th - Feb. 5th",https://www.eventbrite.com/e/james-whitcomb-riley-museum-home-tours-oct-8th-feb-5th-tickets-174453554277?aff=ebdssbdestsearch,"528 Lockerbie St • Indianapolis, IN","Sat, Nov 13, 10:00 AM + 3 more events",Arts
4,GFX50s II Hands On First Look,https://www.eventbrite.com/e/gfx50s-ii-hands-on-first-look-tickets-191853297377?aff=ebdssbdestsearch,"Roberts Camera In Person • Indianapolis, IN","Sat, Nov 13, 11:00 AM",Arts
4,A Portal to Productivity using Play + Pleasure,https://www.eventbrite.com/e/a-portal-to-productivity-using-play-pleasure-tickets-190873627157?aff=ebdssbdestsearch,"Old Indianapolis City Hall • Indianapolis, IN","Sat, Nov 13, 2:00 PM",Arts
4,Gospel Sundays featuring Karaoke with Temica Key (1:00 - 3:00 pm),https://www.eventbrite.com/e/gospel-sundays-featuring-karaoke-with-temica-key-100-300-pm-tickets-175594727557?aff=ebdssbdestsearch,"THE MAD GRIDDLE • Indianapolis, IN","Sun, Nov 14, 12:00 PM",Arts
4,Somewhere In Between: Charity Festival in Support of Middle Way House,https://www.eventbrite.com/e/somewhere-in-between-charity-festival-in-support-of-middle-way-house-tickets-181198047237?aff=ebdssbdestsearch,"The FAR Center for Contemporary Arts • Bloomington, IN","Sat, Nov 13, 5:00 PM",Arts
4,Riverside High School: A Knot-ical Tale,https://www.eventbrite.com/e/riverside-high-school-a-knot-ical-tale-tickets-165905416567?aff=ebdssbdestsearch,"Riverside High School • Indianapolis, IN","Sun, Nov 14, 4:00 PM",Arts
4,POP-UP VENDOR & CRAFT MARKET,https://www.eventbrite.com/e/pop-up-vendor-craft-market-tickets-191404825987?aff=ebdssbdestsearch,"1634 W Smith Valley Rd • Greenwood, IN","Sat, Nov 13, 12:00 PM",Arts
4,The Little Mermaid,https://www.eventbrite.com/e/the-little-mermaid-tickets-169876161171?aff=ebdssbdestsearch,"The Cat • Carmel, IN","Sat, Nov 13, 7:30 PM + 1 more event",Arts
4,Common Grounds Cinematic Conversations,https://www.eventbrite.com/e/common-grounds-cinematic-conversations-tickets-172739407217?aff=ebdssbdestsearch,"Crossroads AME Church • Indianapolis, IN","Sat, Nov 13, 12:30 PM",Arts
4,Punch for Veterans Boxing Class,https://www.eventbrite.com/e/punch-for-veterans-boxing-class-tickets-176511950997?aff=ebdssbdestsearch,"2326 E 44th St • Indianapolis, IN","Sat, Nov 13, 9:00 AM",Arts
4,The 360° Model Bootcamp,https://www.eventbrite.com/e/the-360-model-bootcamp-tickets-170391999056?aff=ebdssbdestsearch,"Indianapolis • Indianapolis, IN","Sat, Nov 13, 10:00 AM",Arts
4,Hunk-O-Mania Male Revue Strippers Show - #1 Male Strip Club in Indianapolis,https://www.eventbrite.com/e/hunk-o-mania-male-revue-strippers-show-1-male-strip-club-in-indianapolis-tickets-180086372187?aff=ebdssbdestsearch,"Taps and Dolls • Indianapolis, IN","Sat, Nov 13, 8:00 PM",Arts
4,AUGUSTANA Solo Tour,https://www.eventbrite.com/e/augustana-solo-tour-tickets-155703721021?aff=ebdssbdestsearch,"The Vogue Theatre • Indianapolis, IN","Sat, Nov 13, 8:00 PM",Music
4,Cold Step at SILO Auto Club and Conservancy,https://www.eventbrite.com/e/cold-step-at-silo-auto-club-and-conservancy-tickets-184282753677?aff=ebdssbdestsearch,"SILO Auto Club and Conservancy • Indianapolis, IN","Sat, Nov 13, 6:00 PM",Music
4,Gospel Sundays featuring Karaoke with Temica Key (1:00 - 3:00 pm),https://www.eventbrite.com/e/gospel-sundays-featuring-karaoke-with-temica-key-100-300-pm-tickets-175594727557?aff=ebdssbdestsearch,"THE MAD GRIDDLE • Indianapolis, IN","Sun, Nov 14, 12:00 PM",Music
4,RESCHEDULED: Tennis w/ Molly Burch @ Old National Centre,https://www.eventbrite.com/e/rescheduled-tennis-w-molly-burch-old-national-centre-tickets-112513878038?aff=ebdssbdestsearch,"Old National Centre • Indianapolis, IN","Sat, Nov 13, 8:00 PM",Music
4,Shi / Tusk / Veilcaste,https://www.eventbrite.com/e/shi-tusk-veilcaste-tickets-168165510569?aff=ebdssbdestsearch,"Healer • Indianapolis, IN","Sat, Nov 13, 7:00 PM",Music
4,"Community Change: Arts Engagement as Wellbeing, a part of Spirit & Place",https://www.eventbrite.com/e/community-change-arts-engagement-as-wellbeing-a-part-of-spirit-place-tickets-170151743445?aff=ebdssbdestsearch,"Witherspoon Presbyterian Church • Indianapolis, IN","Sat, Nov 13, 4:00 PM",Music
4,Stuck There Saturday's,https://www.eventbrite.com/e/stuck-there-saturdays-tickets-142697382713?aff=ebdssbdestsearch,"Limelight Nightclub • Indianapolis, IN","Sat, Nov 13, 9:00 PM",Music
4,Shine & Sing: 0-3 @ The Main Squeeze,https://www.eventbrite.com/e/shine-sing-0-3-the-main-squeeze-tickets-169030178815?aff=ebdssbdestsearch,"33 E Main St • Carmel, IN","Wed, Oct 27, 9:00 AM",Music
4,"Eternity 123, part of the Spirit & Place Festival",https://www.eventbrite.com/e/eternity-123-part-of-the-spirit-place-festival-tickets-170019393583?aff=ebdssbdestsearch,"Big Car - Tube Factory Artspace • Indianapolis, IN","Sat, Nov 13, 7:00 PM",Music
4,It's All In Your Head,https://www.eventbrite.com/e/its-all-in-your-head-tickets-178931578167?aff=ebdssbdestsearch,"Re:Public Artspace • Indianapolis, IN","Sat, Nov 13, 6:30 PM",Music
4,Parent Ukulele Group @ The Main Squeeze,https://www.eventbrite.com/e/parent-ukulele-group-the-main-squeeze-tickets-169405579649?aff=ebdssbdestsearch,"33 E Main St • Carmel, IN","Fri, Oct 29, 6:00 PM",Music
4,Rutshelle & Vayb,https://www.eventbrite.com/e/rutshelle-vayb-tickets-182279381537?aff=ebdssbdestsearch,"Team One Event Center • Indianapolis, IN","Sat, Nov 13, 9:00 PM",Music
4,"CHOMPPA w/ Wiley, STVNK, Lux Phono, Slo Boi & MTB at The Mousetrap",https://www.eventbrite.com/e/chomppa-w-wiley-stvnk-lux-phono-slo-boi-mtb-at-the-mousetrap-tickets-190425827777?aff=ebdssbdestsearch,"Mousetrap • Indianapolis, IN","Sat, Nov 13, 7:00 PM",Music
4,"Indianapolis Virtual Game Night: Trivia, Charades, and Drawing over Video",https://www.eventbrite.com/e/indianapolis-virtual-game-night-trivia-charades-and-drawing-over-video-tickets-107485000530?aff=ebdssbdestsearch,"40 E St Clair St • Indianapolis, IN","Sat, Nov 13, 7:00 PM + 1 more event",Music
4,"James Whitcomb Riley Museum Home Tours, Oct. 8th - Feb. 5th",https://www.eventbrite.com/e/james-whitcomb-riley-museum-home-tours-oct-8th-feb-5th-tickets-174453554277?aff=ebdssbdestsearch,"528 Lockerbie St • Indianapolis, IN","Sat, Nov 13, 10:00 AM + 3 more events",Music
4,Vertical Video with Sony Imaging Specialist,https://www.eventbrite.com/e/vertical-video-with-sony-imaging-specialist-tickets-192600151237?aff=ebdssbdestsearch,"Roberts Camera - In Person • Indianapolis, IN","Sat, Nov 13, 2:00 PM",Music
